cmy_bookID,title,date,genre_old,genre,category,format,publisher,serialization,illustrator,notes,display_title,sort_title,","
347,\'Harvest Home in Normandy\' Translated by the Author of the \'Heir of Redclyffe\' from the French of Mde de Witt nee Guizot in <i>Warne\'s Home Annual</i>,1868,translation,translation,Editorial work and prefaces,story in collection,London: Warne,NA,NA,<i>Warne\'s Home Annual</i> ed. Laura Valentine,'Harvest Home in Normandy' Translated by the Author of the 'Heir of Redclyffe' from the French of Mde de Witt nee Guizot in Warne's Home Annual,'Harvest Home in Normandy' Translated by the Author of the 'Heir of Redclyffe' from the French of Mde de Witt nee Guizot in Warne's Home Annual,
348,\'Polyglott Parsing\',1869-1870,Non-fiction; philology,Non-fiction; philology,Non-fiction,articles in journal,<i>MP</i> (July 1869-August 1870),NA,NA,NA,'Polyglott Parsing','Polyglott Parsing',
349,Obituary of Anne Sturges Bourne,1891,obituary,obituary,Non-fiction,article in journal,"possibly in <i>The Guardian</i>, perhaps 18 or 25 December 1891?",NA,NA,NA,Obituary of Anne Sturges Bourne,Obituary of Anne Sturges Bourne,
350,article on French history,1892?,"non-fiction, history","non-fiction, history",Non-fiction,article in journal,Cassell?,NA,NA,"Letters to Arthur John Butler, then working for Cassell, suggest that CMY contributed an article on French mediaeval history to one of their journals in 1892.",article on French history,article on French history,
351,"Introduction to John Keble, <i>The Christian Year</i>",1894,"Non-fiction, criticism","Non-fiction, criticism",Editorial work and prefaces,Book,London: Macmillan,NA,NA,This appeared in the \'Golden Treasury Series\'.,"Introduction to John Keble, The Christian Year","Introduction to John Keble, The Christian Year",
352,Review of <i>Vanity and Vexation</i>,1899,"Non-fiction, literary criticism","Non-fiction, literary criticism",Non-fiction,Article in Journal,<i>The Guardian</i>,NA,NA,"Referred to in a letter to Christabel Coleridge, October 1899, and presumably published about that time.",Review of Vanity and Vexation,Review of Vanity and Vexation,
353,<i>History of France</i>,1878,"Non-fiction, history","Non-fiction, history",Non-fiction,Book,Macmillan,NA,NA,"This appeared in the \'History Primers\' series edited by J. R. Green.  It had eight chapters, whereas the work of the same title, published in 1879, which CMY contributed to the \'Historical Course for Schools\' edited by E. A. Freeman, had ten chapters.  The latter was also aimed at older children.",History of France,History of France,
354,<i>Buy a Broom</i>,1880,fiction,fiction,Fiction,Book,Rochester NY: Fitch,NA,NA,"This is am American reprint, possibly pirated.  \'Buy a Broom\' has not been identified, but  \'Kaspar\'s Summer Dream\' <i>MP</i> (Christmas 1876) 16-32, and \'Early Dew, or, the Boy Bishop\' <i>MP</i> (Christmas 1878), 6-20, were certainly by CMY.",Buy a Broom,Buy a Broom,
355,<i>The Daisy Chain Birthday Book</i> Gathered by Eadgyth,1885,anthology,anthology,Miscellaneous,Book,London: Walter Smith,NA,NA,NA,The Daisy Chain Birthday BookGathered by Eadgyth,Daisy Chain Birthday Book,
356,\'Mothers in Council\',"<i>MP</i> (June 1886), 572-577.",Fiction,Fiction,Fiction,Article in Journal,NA,NA,NA,Written in collaboration with Christabel Coleridge.,'Mothers in Council','Mothers in Council',
357,\'Householders\',1856-1860,"Non-fiction, natural history","Non-fiction, natural history",Non-fiction,articles in journal,<i>Magazine for the Young</i> (January 1856-August 1860),NA,NA,A series of articles on shells.,'Householders','Householders',
358,\'Biographies of Eminent Anglicans\',1890s,"Non-fiction, biography","Non-fiction, biography",Non-fiction,"MS Bodleian Library, unpublished",NA,NA,NA,"CMY contributed to a series of short biographies of Anglican saints at the behest of the Rev. [[person:221]J. F. W. Bullock], Rector of Radwinter.   In 1902 he finally published the first three volumes of a projected six volume work called <i>Daily Lections for every Morning and Evening throughout the Year</i> (London: Rivington 1902).  Volume V of this work, described in his preface, was to have consisted of \'Lections on Anglican Worthies, arranged as additional Readings for Sunday\'.  These \'Biographies of Eminent Anglicans\' exist in MS and are catalogued under that name among the Bullock papers in the Bodleian Library, Oxford, but were never published, since no more of the <i>Daily Lections</i> ever appeared.",'Biographies of Eminent Anglicans','Biographies of Eminent Anglicans',
359,"<i>Millar, a Mollar, a Ten o’clock Scholar, A</i>",n.d.,Fiction,Fiction,Fiction,Booklet,"Walter Smith (late Mozley), 34 King Street, Covent Garden, London.",NA,NA,NA,"A Millar, a Mollar, a Ten o’clock Scholar","Millar, a Mollar, a Ten o’clock Scholar",
360,"<i>Quack, Quack</i>",n.d.,Fiction,Fiction,Fiction,Booklet,"Walter Smith (late Mozley), 34 King Street, Covent Garden, London.",NA,NA,NA,"Quack, Quack",,
361,<i>Bully Brindle</i>,n.d.,Fiction,Fiction,Fiction,Booklet,"Walter Smith (late Mozley), 34 King Street, Covent Garden, London.",NA,NA,NA,Bully Brindle,,
362,<i>Snowdrop's eggs</i>,n.d.,Fiction,Fiction,Fiction,Booklet,"Walter Smith (late Mozley), 34 King Street, Covent Garden, London.",NA,NA,NA,Snowdrop'sEggs,,
363,<i>Fanny's Doll</i>,n.d.,Fiction,Fiction,Fiction,Booklet,"Walter Smith (late Mozley), 34 King Street, Covent Garden, London.",NA,NA,NA,Fanny's Doll,,
364,<i>The Third Standard</i>,n.d.,Fiction,Fiction,Fiction,Booklet,"Walter Smith (late Mozley), 34 King Street, Covent Garden, London.",NA,NA,NA,The Third Standard,,
