"general_bookID","author_surname","author_prefix","author_first_name","author_suffix","title","vols","imprint","date","notes"
"367"," Salverte","","]Eusèbe","","<i>History of the Names of Men, Nations, and Places in their Connection with the Progress of Civilisation</i> tr. L. H. Mordacque","2","London: J.R.Smith","1862-1864"," It was noticed in <i>MP</i> (November 1864)."
"368","Totleben","","Eduard Ivanovich von ","","<i>Défense de Sébastopol</i>","2","St. Petersburg","1863",""
"369","Irving","","Washington","","<i>Voyages and Discoveries of the Companions of Columbus</i>","1","London: Murray","1831",""
"370","Byron","","George Gordon, Lord","","<i>Childe Harold\'s Pilgrimage: A Romaunt</i>","3","London: Murray","1812-1818",""
"371","Hugo","","Victor","","<i>Les misérables</i>","10","Paris","1862",""
"372","Keary","","Anna Maria","and Eliza Keary","<i>Early Egyptian history for the young</i>","1","London: Macmillan","1861",""
"373","Rees","The Rev.","William Jenkins","","<i>Lives of the Cambro British saints of the Fifth and Immediate Succeeding Centuries</i> ","1","London: Longman","1853",""
"374","","","","","<i>The Mabinogion from the Llyfr Coch o Hergest, and other ancient Welsh manuscripts</i>, with an English translation and notes by Lady Charlotte Guest","1","London: Longman","1838",""
"375","Hersart de la Villemarqué",""," Theódore, Vicomte","","<i>Contes populaires des anciens Bretons</i>","1","Paris: Coquebert","1842",""
"376","Coxe","","William","","<i>History of the house of Austria: From the Foundation of the Monarchy by Rhodolph of Hapsburgh, to the Death of Leopold, the Second, 1218 to 1792</i>","1","London: Longman","1820",""
"377","Alexander","","Cecil Frances","(editor)","<i>The Sunday Book of Poetry</i>","1","London: Macmillan","1864",""
"378","Guérin","","Eugénie de","","<i>Lettres d’Eugénie de Guérin</i>","1","Paris: Didier","1865",""
"379","Carter Smith","","Ann Maria","","\'Georgie\'s Christmas Holidays\'","1","<i>MP</i> (November 1865) 492-526; (December 1865) 609-659.","",""
"380","Calvert","","James","","<i>Fiji and the Fijians</i>","1","London: Heylin","1858","This is Volume II, \'Mission History\' of a two part work of which the first was Thomas Williams, <i>Fiji: The Islands and Their Inhabitants</i>. "
"381","","","","","\'Home life in a Confederate state\'","1","<i>MP</i> (November 1864-December 1865)","1864-1865","By 1866 the writer was back in England, had found out that her letters had been published in the <i>MP</i> and consented to more information appearing as \'Extracts from the journal of a refugee in Georgia\' (August 1866-May 1867\')."
"382","","","","","\'Extracts from the journal of a refugee in Georgia\' ","1","<i>MP</i> "," (August 1866-May 1867)","This was by the author of the earlier \'Home-life in a Confederate State\'."
"383","Weinhold","","Karl","","<i>Altnordisches leben</i>","1","Berlin: Weidmannsche","1856",""
"384","Duncan","","Archibald","","<i>The Mariner’s Chronicle: Being a Collection of the Most Interesting Narratives of Shipwrecks, Fires, Famines, and Other Calamities Incident to a Life of Maritime Enterprise</i>","4","London: Cundee","1804-1805",""
"385"," Otté","","Elise Charlotte","","<i>Scandinavian History</i>","1","London: Macmillan","1874",""
"386","Maclear","","George Frederick","","<i>A History of Christian Missions During the Middle Ages</i>","1","Cambridge: Macmillan","1863"," "
"387","Maclear","","George Frederick","","<i>A Class Book of Old Testament History</i>","1","London: Macmillan","1865",""
"388","Wright","","Josiah","","<i>David, King of Israel: Readings for the Young</i>","1","London: Macmillan","1860",""
"389","Smith","","William","","<i>A Dictionary of the Bible</i> ","3","London: Murray","1860-1863",""
"390","Jordan","","Ellen","","‘“I am too high church and too narrow”; Charlotte Yonge, Macmillan and the Sunday Library.’ ","1","<i>Charlotte M Yonge Fellowship Journal</i>. 6 (2003): 12-25","2003",""
"391","Kingsley","The Rev.","Charles","","<i>The Water-Babies: A Fairy Tale for a Land-baby</i>","1","London: Macmillan","1863","
"
"392","Vaughan","","Catherine Maria","(editor)","<i>An Advanced Reading Book for Girls</i> ","1","London: SPCK","1866",""
"393","Laurent","","Henri","","<i>Le musée royal, ou, Recueil de gravures d\'aprés les plus beaux tableaux statues et bas-reliefs de la collection royale</i>","2","Paris: Didot","1816-1818","This was the continuation of <i>Le musée français</i>
(1803-1809).
 

"
"394","Croze Magnan","","S. C. ","","<i>Le musée français: Recueil complet des tableaux statues et bas-reliefs qui composent la collection nationale</i>","5","Paris: Hernan","1803-1809","Continued by <i>Le musée royale</i>."
"395","Livingstone","Dr","David","and Charles Livingstone"," <i>Narrative of an expedition to the Zambesi and its tributaries and of the discovery of the lakes Shirwa and Nyassa, 1858-1864</i>","1","London: Murray","1865",""
"396","Lang","","Cecil Y.","and Edgar F. Shannon, Jr. (editors)","<i>Letters of Alfred Lord Tennyson</i>","3","Oxford: Clarendon Press","1982-1990","


"
"397","Hegewisch","","Dietrich Hermann","","<i>Geschichte der Frankischen Monarchie von dem Tode Karls des Grossen bis zu dem Abgange der Karolinger</i>","1","Hamburg: Kiel","1779"," 
"
"398","Kingsley","The Rev.","Charles","","<i>The Saint\'s Tragedy, or, The true story of Elizabeth of Hungary, Landgravine of Thuringia, Saint of the Romish calendar</i>","1","London: Parker","1848","
"
"399","Blackmore","","Richard Doddridge","","<i>Cradock Nowell: A Tale of the New Forest </i>","3","London: Chapman and Hall","1866","It was originally serialized in <i>Macmillan\'s Magazine</i> (May 1865-August 1866).
"
"400","Kitto","","John","","<i>A cyclopaedia of Biblical literature</i>","2","Edinburgh: Black","1845","
"
"401","Kitto","","John","","<i>The Pictorial History of Palestine and the Holy Land, including a Complete History of the Jews</i>","1","London: Knight","1844","
"
"402","Stanley","The Rev.","Arthur Penrhyn","","<i>Sermons Preached before His Royal Highness the Prince of Wales during his tour in the East in the spring of 1862; with notices of some of the localities visited </i>","1","London: Murray","1863",""
"403","Porter","","J. L. ","","<i>Handbook for Travellers in Syria and Palestine, A</i>","1","London: Murray","1858",""
"404","Thomson","","William McClure","","<i>The Land and the Book, or, Biblical illustrations drawn from the manners and customs, the scenes and scenery of the Holy Land</i> ","2","London: Sampson Low","1859",""
"405","","","","","\'A Letter from Philadelphia\'","1","<i>MP</i> (June 1865) 671-683","1865","Dated April 1865, it describes the rejoicing in Philadelphia at the end of the American Civil War and the mourning after the assassination of Abraham Lincoln.

It may well be the work of CMY\'s correspondent in Philadelphia, Miss Lewis."
"406","Trevelyan","","George Otto","","<i>Cawnpore</i","1","London: Macmillan","1865","CMY reviewed this in both <i>Macmillan\'s Magazine</i> and the <i>Literary Churchman</i>, but did not mention it in <i>MP</i>, perhaps because she considered the subject unsuitable for the young."
"407","Wordsworth","","Elizabeth","","\'A Toutes les Gloires de la France\'","1","<i>MP</i> (July 1871) 23-28","1871","These verses are signed \'VERITAS\', but can be attributed to Elizabeth Wordsworth on the authority of CMY\'s letter accepting them.  This also suggests that the 16 other poems published in <i>MP</i> under this name between August 1871 and February 1883 are also by Wordsworth."
"408","Churton","","Edward","and William Basil Jones (editors)","<i>The New Testament</i> Illustrated by authentic views of places mentioned in the sacred text from sketches and photographs taken on the spot","2","London: Murray","1865","

"
"409","Stephen","Sir","James","","<i>Essays in Ecclesiastical Biography</i> ","2","London: Longman","1849",""
"410","Johns","The Rev.","Charles Alexander","","<i>Home Walks and Holiday Rambles</i> ","1","London: Longman","1863",""
"411","Milman","The Rev.","Henry Hart","","<i>History of Latin Christianity,  including that of the Popes to the pontificate of Nicolas V</i>","6","London: Murray","1854-1855","
"
"412","Gibbon","","Edward","","<i>The History of the Decline and Fall of the Roman Empire</i>","6","London: Strahan and Cadell","1776-1788","
"
"413","Tennyson","","Alfred","","\'The Victim\'","1","<i>Good Words</i> (1 January 1868)","1868","This was the poem based on the story of Odin\'s Sacrifice in <i>A Book of Golden Deeds</i>."
"414","Scott","Sir","Walter","Bt.","<i>Anne of Geierstein, or, The Maiden of the Mist</i>","3","Edinburgh: Cadell","1829",""
"415","Merivale","The Very Rev.","Charles","Dean of Ely","<i>The Conversion of the Roman Empire: Boyle Lectures for the year 1864 </i>","1","London: Longman","1864",""
"416","Neander","","Johann August Wilhelm","","<i>Light in the Dark Places, or, Memorials of Christian life in the Middle Ages</i> Translated from the German of the late Augustus Neander","1","London: Sampson Low","1850","This was a translation of Neander\'s <i>Denkwürdigkeiten aus der Geschichte des christlichen Lebens</i> (1823-4)
"
"417","Mackenzie","","Anne","(editor)","<i> Mission Life among the Zulu-Kafirs: Memorials of Henrietta Robertson, wife of the Rev. R. Robertson</i>","1","Cambridge: Deighton Bell and London: Bell and Daldy","1866","

 
"
"418","Craik","","Dinah Maria","","<i>John Halifax, Gentleman</i>","3","London: Hurst & Blackett","1856",""
"419","Pfintzing","","Melchior","","<i>Der Theuerdank</i>","1","","1517","CMY used this supposed autobiography of Maximilian I as a source for <i>The Dove in the Eagle\'s Nest</i>.  She appears to have consulted several different editions."
"420","","","","","<i>Der Weiss Kunig: eine Erzehlung von den Thaten Kaiser Maximilian des Ersten</i>","1","Vienna: Kurzboeckens","1775","Like <i>Der Theuerdank</i>, this was a fictionalized autobiography or biography of Maximilian I.  This one was published from fragments in 1775."
"421","Schedel","","Hartmann","","<i>Liber chronicarum</i>","1","Nuremberg: Koberger","1493","
"
"422","","","",""," ‘Fast Life and High Life’","1","<i>Saturday Review</i> 20 (19 August 1865) 231-3","1865","The article censures the glamorising of the libertine and the prostitute in recent fiction."
"423","Eyre","","Edward John","","<i>Journals of Expeditions of Discovery into Central Australia, and overland from Adelaide to King George’s Sound, in 1840-1</i>","2","London: Boone","1845",""
"424","Church","The Rev.","Richard William","","<i>Essays and Reviews</i>","1","London: Mozley","1854",""
"425","L.","","G. F.","","<i>The Story of David and Jonathan: A Sunday Book</i> By G. F. L., author of The Missing Sovereign, etc.","1","London: Hatchard","1865",""
"426","L.","","G. F.","","<i>The Missing Sovereign</i>","1","London: SPCK","1861","The same author also published <i>The story of David and Jonathan : a Sunday book</i> by G. F. L., author of The missing sovereign, etc., etc. (London: Hatchard 1865).   He or she was a friend of Susanna Warren."
"427","Pusey","The Rev.","Edward Bouverie","","<i>The Church of England a portion of Christ’s one holy Catholic Church, and a means of restoring visible unity : an eirenicon, in a letter to the author of \\""The Christian year</i>","1","Oxford: John Henry Parker","1865",""
"428","Warren","","Susanna","","<i>A Manual of the Te Deum, with Questions for Examination</i>","1","London: Mozley and Masters","1865",""
"429","H.","","W.","","\'The Grottoes of Adelsberg and the Proteus Anguinus\'","1","<i>MP</i> (May 1866) 459-70","1866","This article was evidently contributed by a friend of Susanna Warren\'s, and may be the work of her uncle William Henderson."
"430","","","","","<i>L\'Opere magnanime dei due Tristani cavallieri della tavola ritonda</i>","1","Venice: Tramezino","1555","
"
"431","Marryat","Captain","Frederick","","<i>The Children of the New Forest</i>","2","London: Hurst","1847",""
"432","Roberts","","Margaret Eliza","","<i>A Little Step-Daughter</i>","1","London: National Society","1887",""
"433","Dodge","","Mary Elizabeth (Mapes)","","<i>Hans Brinker, or, The Silver Skates: A Story of Life in Holland</i>","1","New York: James O\'Kane","1865",""
"434","Elder","","Horatia","","\'Sonnets from the Collects\'","1","<i>MP</i> (January 1865-June 1867)","","These sonnets were the work of Margaret Gatty\'s sister Horatia (Scott) Elder."
"435","Bramston","","Mary Eliza","","\'The Women\'s Rebellion: A Story of Modern Italy\'","1","<i>MP</i> (Christmas 1889) 1-22","",""
"436","Masson","","David","","\'Mrs.Gaskell\'","1","<i>Macmillan\'s Magazine</i> 13 (November 1865) 153-156","",""
"437","Coleridge","","Christabel Rose","","<i>The Face of Carlyon and Other Stories</i>","1","London: Mozley and Smith","1875","The title story was originally published in <i>MP</i> (November 1873-February 1874)."
"438","Arthur","","William","","<i>The Successful Merchant:Sketches of the Life of Mr Samuel Budgett Late of Kingswood Hill</i>","1","London: Hamilton Adams","1852",""
"439","","","","","<i>Correspondence between Frances, Countess of Hartford, (afterwards Duchess of Somerset,) and Henrietta Louisa, Countess of Pomfret, between the years 1738 and 1741</i>","3","London: Phillips","1805",""
"440","Palgrave","","Francis Turner","(editor)","<i>The Poetical Works of Sir Walter Scott, with a Biographical and Critical Memoir</i> ","1","London: Macmillan","1866","
"
"441","Keble","The Rev.","John ","","<i>Occasional Papers and Reviews</i> ","1","Oxford: Parker","1877",""
"442","Hemans","","Felicia Dorothea","","<i>The Works of Mrs Hemans with a Memoir of her Life</i>, ed.Harriet Hughes","7","Edinburgh: Blackwood and London: Cadell","1839",""
"443","Crabbe","The Rev.","George","","<i>The Poetical Works of the Rev. George Crabbe, with his Letters and Journals, and his Life</i> ed. his son","8","London: Murray","1834"," "
"444","Newman","The Rev.","John Henry","","<i>Apologia pro Vita Sua: Being a reply to a pamphlet entitled \'What, then, does Dr. Newman mean?\'</i>","1","London: Longman","1864","Published originally in parts.
"
"445","Keble","The Rev.","John","","Review of Lockhart\'s <i>Life of Scott</i>","1","<i>British Critic</i> (October 1838) 423-83","1838",""
"446","Mozley","","Harriett Elizabeth","","<i>Family Adventures</i>","1","London and Derby: Mozley","1852",""
"447","Smith","","Goldwin","","\'Dr. Pusey\'s <i>Eirenicon</i>\'","1","<i>Macmillan’s Magazine</i> 13 (February 1866) 273-284","1866",""
"448","Ewing","","Juliana Horatia","","\'The Brownies\'","1","<i>MP</i> (December 1865) 658-702","","It was reprinted Ewing\'s <i>The Brownies and Other Tales</i> (London: Bell and Daldy 1870). 

 When girls joined the Scouting movement in 1914 they were first of all called Rosebuds, but the name was disliked and in 1915 Lord Baden Powell named them instead after this story at the suggestion of his sister Agnes."
"449","Ashwell","The Rev.","Arthur Rawson","","\'Readings on the Four Gospels\'","1","<i>MP</i> (August 1860-October 1864)","","This series ran intermittently over this period.  Some articles, not all, are signed A. R. A., but the whole can confidently be ascribed to Ashwell on the authority of CMY\'s statement to Alexander Macmillan in 1866."
"450","Ashwell","Miss","","","\'The Winds\'","1","<i>MP</i> (July 1858-December 1860) ","1858-1860","A series of scientific articles which appeared intermittently.  CMY told Alexander Macmillan in 1866 that they were written by a sister of Arthur Rawson Ashwell\'s."
"451","Wilbraham","","Frances Maria","","<i>History of the Kingdom of Judah from the death of Solomon to the Babylonish Captivity</i>","1","London: Masters","1859",""
"452","Wilbraham","","Frances Maria","","<i>Royal Rosebuds, or Historical Sketches of Illustrious Children</i>","1","London: Mozley","1857","The book is anonymous, but is attributed to Wilbraham on the authority of CMY\'s statement to Alexander Macmillan in 1866."
"453","Stone","The Rev.","Samuel John","","\'The Knight of Intercession\'","1","<i>MP</i> (November 1865) 555-561","","A poem"
"454","Thierry","","Augustin","","<i>Histoire de la conquête de l’Angleterre par les Normands, de ses causes, et de ses suites jusqu’à nos jours</i>","3","Paris: Didot","1825",""
"455","","","","","<i>The Gospel according to Saint John, after the Authorized Version</i> Newly compared with the original Greek and revised by five Clergymen.","2","London: Parker","1857","George Moberly was one of the five clergymen."
"456","Newman","","John Henry","","<i>The Letters and Diaries of John Henry Newman</i>","32","Oxford: OUP","1961-2008",""
"457","Stanley","The Rev.","Arthur Penrhyn","","<i>Historical memorials of Canterbury : The landing of Augustine. The murder of Becket. Edward the Black Prince. Becket’s shrine</i>","1","London: Murray","1855",""
"458","Fabyan","","Robert","","<i>The new chronicles of England and France</i> Ed. Henry Ellis","2","London: Rivington","1811",""
"459","M.","","M.","","‘Written at Wiesbaden’ ","1","<i>MP</i> 29 (April 1865) 441","1865","A poem"
"460","M.","","M.","","‘A Lutheran First Communion: Extract from a Diary Kept During a Residence in Germany’ ","1","<i>MP</i> 30 (November 1865) 544.","1865",""
"461","M.","","M.","","‘The History of Lord Moorlane’ ","1","<i>MP</i> (September 1866) 306-9","1866","
"
"462","Gaskell","","Elizabeth Cleghorn","","<i>Wives and Daughters</i>","1","London: Smith, Elder","1866",""
"463","Craik","","Dinah Maria","","<i>A Noble Life</i>","2","London: Hurst and Blackett","1866",""
"464","Peard","","Frances Mary","","<i>The History of the Prayer Book</i> ","1","London: SPCK","1870",""
"465","Keary","","Annie","","Annie Keary, <i>Clemency Franklyn</i>","1","London: Macmillan","1866",""
"466","Dodgson","The Rev.","Charles Lutwidge","","<i>Lewis Carroll\'s Diaries: The private journals of Charles Lutwidge Dodgson (Lewis Carroll)</i> ed. Edward Wakeling","10","Luton: Lewis Carroll Society","1993-2007",""
"467","Keary","","Anna Maria","and Eliza Keary","\'Early Scandinavian History\' (By the authors of \'Early Egyptian History\')","1","<i>MP</i> (February 1865-September 1866)","",""
"468","Batty","","Johanna","<i>pseud.</i> Ivanovna","‘Convalescent institutions’","1","<i> MP</i> (November 1866) 509-515.","",""
"469","Norton","","Caroline","","<i>Old Sir Douglas</i> ","3","London: Hurst & Blackett","1868","Originally serialized in <i>Macmillan’s Magazine</i> from January to May 1866, and from September 1866 to October 1867.  "
"470","Verney","","Frances Parthenope, Lady","","\'Three centuries of family portraits\'","1","<i>Macmillan’s Magazine</i> 14 (September 1866) 340-356","1866",""
"471","Féval","","Paul","","<i>La fée des grèves</i> ","1","Brussels: Meline","1851","This seems to be the earliest edition of the novel, and not, as CMY assumed, the 1853 Paris edition of J. Dagneau."
"473","Yonge","","Frances Mary","(translator)","\'The Fairy of the Sands (translated from the French - Paul Feval)","1","<i>MP</i> (July 1867-June 1868)","","This appeared without FMY\'s name but CMY refers to her as the translator."
"474","Knight","","Charles","","<i>Half Hours of English History</i> ","1","London: Knight","1851",""
"475","Hallam","","Henry","","<i>View of the State of Europe during the Middle Ages</i>","3","London: Murray","1819",""
"476","Parkes","","Bessie Rayner","","<i>Vignettes: Twelve Biographical Sketches</i>","1","London: Strahan","1866",""
"477","Ruskin","","John","","<i>The Ethics of the Dust: Ten Lectures to Little Housewives on the Elements of Crystallization</i>","1","London: Routledge","1866",""
"478","","","","","\'Aunt Cecily\'s Music Lessons\'","1","<i>MP</i> (July 1866-July 1869)","1866-1869","CMY states that these were written by the music teacher at Winnington Hall School, who in 1871 was Elizabeth Flowel or Howel."
"479","Palgrave","Sir","Francis","","<i>The History of Normandy and of England</i>","4","London: Parker","1851-64",""
"480","Roscoe","","Thomas","","<i>Lives of the Kings of England, from the Norman Conquest</i> ","1","London: Colburn","1846",""
"481","Craik","","Dinah Maria","","<i>Two Marriages</i>","2","London: Hurst & Blackett","1867",""
"482","Freeman","","Edward Augustus","","<i>The history of the Norman conquest of England : its causes and its results</i>","6","Oxford: Clarendon Press","1867-1879",""
"483","Jacob","","Edith Sophia",""," <i>The Gate of Paradise: A Dream of Easter Eve</i>","1","London: Nister","1868","This appeared originally in<i>MP</i> (June 1867) 534-43. The first edition was anonymous, but subsequent editions attribute it to Edith Sophia Jacob, and the 1918 edition includes a memoir by her brother the Rt. Rev. Edgar Jacob."
"484","Newman","The Rev.","John Henry","","<i>The Dream of Gerontius</i>","1","London: Gay and Hancock","1865","First published in the same year in <i>The Month</i>."
"486","Craven","","Pauline","","<i>Récit d’une soeur: Souvenirs de famille</i> ","1","Paris: Didier","1866",""
"487","Elliott","","Emily Steele","","<i>Copsley Annals preserved in Proverbs</i>","1","London: Seeley, Jackson & Halliday","1867",""
"488","Ridley","The Rev.","William Henry","","<i>The Holy Communion</i>","1","London: Mozley","1854",""
"489","Scudamore","The Rev.","William Edward","","<i>Steps to the Altar: A Manual of Devotion for the Blessed Eucharist</i>","1","London: Burns","1846",""
"490","Trench","","Maria","","<i>Devotions before and after Holy Communion</i> With a preface signed J. K. [John Keble]","1","Oxford: Parker","1865","
"
"491","Brett","","Robert","","<i>The Churchman’s Guide to Faith and Piety</i>","1","London: Masters","1862","
"
"492","Acland Troyte","","Arthur Henry Dyke","","<i>Daily Steps towards Heaven, or, Practical Thoughts on the Gospel History for Every Day in the Year</i> ","1","London: Parker","1849","
<"
"493","Grubbe","","Alice","","<i>The Brook by the Way: A Text and Prayer for Every Day in the Year</i>","1","London: RTS","1867","This book was published anonymously.  However, on the authority of CMY\'s reference to it, it can be attributed to Alice Mackenzie (b. 1823), sixth and youngest sister of the Rt. Rev. Charles Frederick Mackenzie, who married (1861) the Reverend Charles Grubbe. "
"494","Wilson","The Rt. Rev.","Thomas","","<i>A Short and Plain Instruction for the better Understanding of the Lord\'s Supper, with the Necessary Preparation requir\'d for the benefit of young Communicants</i>","1","Dublin: Jones","1734? 1735?",""
"495","I.","","A.","","<i>Queen Emma: A Narrative of the Object of her Mission to England</i>","1","London: Day","1865",""
"496","Low","","Sampson","","<i>The Charities of London</i>","1","London: Sampson Low","1850","It acknowledges two earlier books by the same author on the same subject, but the title suggests this is the work CMY refers to."
"497","Carter Smith","","Ann Maria","","‘National Portrait Gallery: second series’","1","<i>MP</i> (August 1867) 150-167","1867","The articlet is signed \'A.C.D.\', Carter Smith’s usual signature."
"498","Davies","The Rev.","John Llewelyn","","Priesthood and its functions\'","1","<i>Macmillan\'s Magazine</i>16 (July, 1867) 203-212.","1867",""
"499","Alcock","","Caroline Louise","","\'The Ladies\' Home\'","1","<i>MP</i> (August 1867) 179-80.","1867","The authorship is attributed on the basis of CMY\'s note to Miss Alcock thanking her for the paper.  Alcock is named in it as the Hon. Secretary of the charity, with the same address as that to which CMY\'s note was addressed."
"500","Coleridge","","Christabel Rose","","<i>Giftie the Changeling</i>","1","London: Warne","1869","This story first appeared in the <i>Barnacle</i> and was subsequently published by Warne in 1869 under the initials C. C.; it is not identified as her work in the British Library catalogue. The last extant volume of the <i>Barnacle</i> (Michaelmas 1867) has the beginning of the story."
"501","Jones","","Dorothea",""," ‘Dreams of the Dead’","1","<i>MP</i> (July 1867) 96-102","1867","Signed D. J..  See also [[person:778]Dorothea Jones]."
"502","Mercier","","Anne","","<i>Campanella, or, The Teachings of Life</i>","1","London: Warne","1870","The story was originally serialized in <i>MP</i> (January-August 1869)."
"503","Donaldson","","James ","","<i>Critical History of Christian Literature and Doctrine from the Death of the Apostles to the Nicene COuncil</i>","3","London: Macmillan","1864-1866",""
"504","Hanmer","","Meredith","(translator)","<i>The Auncient Ecclesiasticall Histories of the First Six Hundred Yeares after Christ, written in the Greeke tongue by three learned historiographers, Eusebius, Socrates and Euagrius</i>","1","London: Vautroullier","1585","CMY probably owned one of the many later editions of this book."
"505","Donkin","Mrs","","","\'The Summer Vacation\'","1","<i>MP</i> (January 1868) 59-77; (February 1868) 145-164; (March 1868) 279-300.","","Fiction"
"506","Donkin","Mrs","","","\'The Naval Review\' By a Sailor\'s Daughter","1","<i>MP</i> (September 1867) 309-11","","Attributed to Mrs Donkin on the authority of CMY\'s letter to her."
"507","Peard","","Frances Mary","","<i>Two and Two</i>","1","circulated in MS the <i>Barnacle</i>","1867",""
"508","Schaff","The Rev.","Philipp","","<i>History of the Apostolic Church, with a General Introduction to Church History</i>","1","New York: Scribner","1853","Originally written and published in German."
"509","Macmillan","The Rev.","Hugh","","<i>Bible Teachings in Nature</i>","1","London: Macmillan","1867",""
"510","Trollope","","Anthony",""," <i>The Last Chronicle of Barset</i>","2","London: Smith, Elder","1867",""
"511","Valentine","","Laura",""," <i>Sea Fights from Sluys to Navarino: A Popular Account of the Most Important Actions in which the British Navy has been engaged</i>","1","London: Warne","1868",""
"512","bosanquet","","George William","","\'The Stone-Carver of Bayeux\'","1","<i>MP</i> (June 1868) 596-605","1868",""
"513","Freeman","The Rev.","Philip","","<i>Principles of Divine Service</i>","2","Oxford: Parker","1855-1857",""
"514","Keble","The Rev.","John","","<i>On Eucharistical Adoration</i>","1","Oxford and London: John Henry Parker","1857",""
"515","Jacob","","Edith Sophia","","\'Watching: A Dream of Advent Thoughts’ ","1","<i>MP</i> (November 1868) 424-431","1868",""
"516","Carter Smith","","Ann Maria","","\'Mr. Short\'s Summer Visit to Bishop Thornton\'","1","<i>MP</i> (July 1868) 42-53","1869",""
"517","Paget","The Rev.","Francis Edward","","<i>Milford Malvoisin, or, Pews and Pewholders</i>","1","Oxford: Parker, and London: Burns","1842",""
"518","Hardy","","Thomas","","<i>Under the Greenwood Tree: A Rural Painting of the Dutch School</i>","2","London: Tinsley","1872",""
"519","Pearson","","Charles","","<i>History of England during the Early and Middle Ages</i>","2","London: Bell","1867","Volume 1 appeared in 1861 under the title <i>The Early and Middle Ages</i>."
"520","Fanshawe","","Ann, Lady","","<i>Memoirs of Lady Fanshawe, wife of ... Sir Richard Fanshawe, Bart.</i> Written by Herself ","1","London: Colburn","1829","
 
"
"521","Baillie","Lady","Grisell","","<i>Memoirs of the lives and characters of the Right Honourable George Baillie of Jerviswood, and of Lady Grisell Baillie</i>","1","Edinburgh: privately printed","1821","
 
"
"522","Orléans","","Anne Marie Louise d\'","Duchesse de Montpensier","<i>Mémoires de Mademoiselle de Montpensier, fille de Mr. Gaston d\'Orléans, frere de Louis XIII,  roi de France</i>  ","6","Paris: Le Breton","1728",""
"523","Gondi","","Jean François Paul de","Cardinal de Retz","<i>Mémoires de Monsieur le Cardinal de Retz</i>","4","Amsterdam: Bernard","1717","
 

"
"524","Shorthouse","","Joseph Henry","","<i>John Inglesant: A Romance</i>","1","Birmingham: Cornish","1880",""
"525","Bright","The Rev. Canon","William","","<i>Hymns and other Poems</i>","1","London: Rivington","1866",""
"526","Stokes","","Whitley","","\'Servian Proverbs\'","1","<i>Fraser\'s Magazine</i> 51 (May 1855) 517-526","","The article discusses the work of the Serbian linguist Vuk Stefanovic Karadzic (1787-1864)."
"527","Nightingale","","Florence",""," ‘Una and the Lion’","1"," <i>Good Words</i> 9 (1868) 360-6","1868",""
"528","Valentine","","Laura","","<i>The Home Book of Pleasure and Instruction</i>","1","London:Warne","1867",""
"529","de Witt","","Henriette","","\'A Good Example; or, A Manufacturing Town in France\' ","1","<i>MP</i> (October 1868) 378-392","1868","This article about Mulhouse was translated by Miss North."
"530","de Witt","","Henriette","","\'Hints on French Reading\'","1","<i>MP</i> (August 1868) 205-7","1868","This was translated by Miss North."
"531","Carter Smith","","Ann Maria","","\'National Portrait Gallery. Third Series\'","1","<i>MP</i> (July 1868) 65-85","1868","The article is signed \'A.C.D.\'."
"532","Fox Bourne","","H. R.","","<i>A Memoir of Sir Philip Sidney</i>","1","London: Chapman and Hall","1862",""
"533","Valentine","","Laura","(editor)","<i>Warne\'s Home Annual</i>","1","London: Warne","1868","This volume contained a story called \'Cross Purposes\' by Christabel Coleridge and a translation by CMY of a story by Henriette de Witt."
"534","Keary","","Anna Maria","and Eliza Keary","<i>The Heroes of Asgard and the Giants of Jötunheim, or, the Week and its Story</i>","1","London: Bogue","1857",""
"535","Guizot","","Francois ","","<i>Great Christians of France: St. Louis and Calvin</i> ","1","London: Macmillan","1868","In Macmillan\'s Sunday Library series"
"536","Wilford","","Florence","","<i>Nigel Bartram\'s Ideal</i>","1","London: Warne","1868","No 35 in Warne\'s Companion Library"
"537","Tate","","Nahum","and Nicholas Brady (translators)","<i>A New Version of the Psalms of David, Fitted to the Tunes Used in Churches</i>","1","London: Clark","1696",""
"538","","","","","\'Account of the Consecration of the Rev. W. K. Macrorie\'","1","<i>MP</i> (May 1869) 449-454","1869","It seems likely that this was written by Mary Anderson Morshead."
"539","Holland","","Penelope","and Agnes T. Harrison","\'Two Girls of the Period\'","1","<i>Macmillan’s Magazine</i>, 19 (February 1869): 323-339.","1869",""
"540","Olney","","Mary Allan","","<i>Estelle Russell</i","1","London: Macmillan","1870",""
"541","Barnard","","Charlotte","","\'Half-Mast High\'","1","<i>MP</i> (February 1869) 118-9","1869","The poem is signed \'Claribel\'."
"542","Furnivall","","F. J.","(editor)","<i>Political, religious, and love poems from the Archbishop of Canterbury’s Lambeth MS. no. 306</i> ","1","London: EETS","1866",""
"543","Furnivall","","F. J.","(editor)","<i>Hymns to the Virgin & Christ, The parliament of devils, and Other Religious Poems</i>","1","London: EETS","1867-8",""
"544","Stanley","The Very Rev.","Arthur Penrhyn","","\'John Keble\'","1","A. P.  Stanley, ‘John Keble’, <i>Macmillan\'s Magazine</i> 19 (March 1869) 455-464","1869",""
"545","Biggs","The Rev.","Louis Coutier","","<i>English Hymnology</i> Reprinted, with additions and corrections, from the <i>Monthly Packet</i>","1","London: Mozley","1873","This originally appeared as a series of articles on \'English Hymnology\' in <i>MP</i> (July 1867-June 1868)."
