persons_id,surname,first_name,prefix,maiden_name,suffix,title,dates,description,biography
984,McCoskry, Samuel Allen, The Rt. Rev., , , , (1804-1886), episcopal Bishop of Michigan,
985,Brabazon, Mary Jane, , (Maitland), , Countess of Meath, (1847-1918), philanthropist,"Lady Mary Jane Maitland, daughter of the 11th Earl of Lauderdale, married (1898) Reginald Brabazon (1841-1929), styled Lord Brabazon until 1887 when he succeeded his father as 12th Earl of Meath. His son did not marry until 1908, so all CMY\'s references to Lady Meath must mean her. [PB 1953]"
986,McCraith, L.M., , , , , , contributor to <i>MP</i> (1898-9).,
987,McDougall, M.C., , , , , , contributor to MP (1876),
988,Medhurst, Blanche Catherine, , , , , (London 1848- Barnstaple 1925), social worker and contributor to <i>MP</i> (1873-5)," She was daughter of Francis Hastings Medhurst (d.1852), of Kippax Hall, near Leeds, and Mary Anne Bushnan;  a friend of Mrs Mercier and patroness of Emmeline Spratt. She published a study of workhouses, <i>The Idle Room</i> (1886). [LG 1871, census] The 1861 census shows Mary Anne Medhurst with two other daughters and her mother Anne Bushman (d.1878) living at 29 Dorset Square;  in the 1871 census Blanche is there too.  Hers is an odd story, because her father killed another boy while a private pupil at school and got three years for manslaughter in 1839, coming up before Mr Justice Coleridge; his grandfather, a rich stockbroker, had murdered his wife while insane and was at that time in an asylum. [<i>Times</i>].  She wrote an article in <i>MP</i> (1886) about the Associated Workers League, of which she was evidently a member."
989,Meiklejohn, M. J.C., , , , , , contributor to <i>MP</i> (1897),
990,Mercier, Sarah Anne, , (Northwood), , , (Herts. 1842/3-1917),contributor to <i>MP</i> (1869-84),"  Known as Anne Mercier, she married (1868) the Rev. Jerome John Mercier, Rector of Kemerton, Glos.. A brief obituary in <i>The Times</i> (8 Feb 1917) says that ‘she helped to found the Girls’ Friendly Society as well as the Girls’ High School at Tewkesbury’ and that her son succeeded his father as Rector of Kemerton.  She was active in the GFS, and was editor at one time of <i>Friendly Leaves</i> (perhaps taking over from Christabel Coleridge in the twentieth century?).
[COPAC]"
991,Merriman, , Miss, , , , , correspondent,
992,Merriman, Jane Augusta, , (Edmonds), , , (1828/9-1896), wife of the Rev.Henry Merriman," She married (1852)  the Rev. Henry Gordon Merriman (1823/4-1887), by 1861 headmaster of the Royal Grammar School, Guildford.[census returns, death and marriage index]"
993,Merriman, Henry Gordon, The Rev., , , , (1823/4-1887),"  headmaster of the Royal Grammar School, Guildford"," He married (1852) Jane Augusta Edmonds. They were friends of Lewis Carroll's. [census returns, death and marriage index]"
994,Metcalfe, R., , , , , , contributor to <i>MP</i> (1887),
995,Mildmay, Carew St. John, The Ven., , , , (1800-1878), Rector of Chelmsford,
996,Mildmay, Evelyn Mary St. John, , , , , (d. 1881), daughter of the Ven. Carew Mildmay," Fourth daughter of the Ven. Carew St. John Mildmay, she married in 1878 the Rev. William Quennell, Rector of Shenfield."
997,Millar, Fanny, , , , , , contributor to <i>MP</i> (1872),
998,Miller, G., , , , , ," payments to, 1854",
999,Miller, C., , , , , , contributor to <i>MP</i> (1871),
1000,Millington,Ellen J., , , , ,(b.1818),  teacher and contributor to <i>MP</i>(1853-64),"Ellen J. Millington translated <i>The Aesthetic and Miscellaneous Works of Frederick von Schlegel</i> from the German in 1849 (reprinted a number of times up to 1891), <i>Christian iconography, or, the history of Christian art in the Middle Ages</i> by A.N. Didron from the French in 1851, and herself wrote <i>Heraldry in History, Poetry, and Romance</i> (1858) and <i>Characteristics of the Gods of Greece. A Manual for Schoolgirls</i> (1867). As well as the series of articles on heraldry, she contributed seven articles on ‘King Arthur and his Knights’ to the <i>MP</i> between 1861 and 1864. Daughter of Henry Millington (b. 1790/1), attorney\'s clerk [1851 census, in Bristol], she is described by CMY as an invalid ex-governess; in the 1861 census she was living with her mother (father absent but evidently alive) Emma Millington (b.1794/5), her sister Anna Gerard (b. 1818/9), widowed by 1851 census, keeping a tiny school of three pupils in Westbury on Trym. In the 1871 census her mother is Anna Millington, now a widow, Anna Gerard also now a widow, and the school bigger and occupying two houses in Clifton. She was living at Hawarden, Wales, with Anna Gerard, in the 1881 census.   Her father is found in 1861 (not 1871) living with his son, the Rev. Thomas Street Millington (1821-1906), curate, later vicar of Woodhouse, Leics., and a prolific author of theology and boys’ fiction."
1001,Miln, Louise Jordan, , , , , , contributor to <i>MP</i> (1894),
1002,Milner, Laura, , , , , (b. 1832/4), the Elgies' governess at the time of the 1871 census,
1003,Milnes, H., , , , , , contributor to <i>MP</i> (1898),
1004,Milukoff, A., , , , , , contributor to <i>MP</i> (1870),
1005,Minchin, H. H., , , , , , contributor to <i>MP</i> (1895),
1006,Misselbrook, Ellen, , , , , (1856-?1904), ladies’ maid," Daughter of Robert Misselbrook, shoemaker of Otterbourne,  she was maid to Mary Coleridge from at least 1881, and came to work for CMY in 1901 just before her death. She was sister of Alice (Misselbrook) Rolfe, the Otterbourne schoolmistress. [1861 census, Otterbourne; 1881 census spelt Miselbrook]"
1007,Mitchell, Elizabeth Harcourt, , (Rolls), , , (1833-1910)," contributor to <i>MP</i> (1881), and <i>Mothers in Council</i>, church worker, hymn writer"," Sister of the 1st Lord Llangattock, she married(1860) Frank Johnstone Mitchell (d. 1913) of Llanfrechfa Grange, Monmouth.[PB 1914]"
1008,Mitchell, Lilian Mary, , , , , (1847/8-1893), member of the Gosling Society," A Gosling as ‘Ugly Duckling’ c. 1865-before 1869, she was living at Kings Teignton Vicarage, Milton Abbot, Devon, in the family of the vicar the Rev. John Hawkins Hext;  whose eldest son Rear Admiral Sir John Hext (1842-1924) married her in 1874. [LG 1906, 1881 census]"
1010,Moberley, H. E., Mrs, , , , , contributor to <i>MP</i> (1869),
1011,Moberly, Arthur, , , , , (1840-1858), second son of the Rt. Rev. George Moberly, 
1012,Moberly, Edith Emily, , , , , (5 May 1839-1902), third daughter of the Rt. Rev. George Moberly, [<i>Dulce Domum</i>]
1013,Moberly, Edward Hugh, , , , , (b.1850)," fifth son of the Rt. Rev. George Moberly, Vicar of Chute","  He married (1897) Laura Florence Winn, and described himself as ‘retired clergyman’ in the 1901 census. "
1014,Moberly, George Herbert, , , , , (3 Jan 1837-30 April 1895), eldest son of the Rt. Rev. George Moberly, He married (5 February 1870) Esther de Castro (1842-1929).
1015,Moberly, George, The Rt. Rev., , , , (1803-6 July 1885), Bishop of Salisbury," He married (22 December 1834) Mary Anne Crokat (1812-1890).  He was headmaster of Winchester College 1835-66;  in 1866 he became Rector of Brighstone, Isle of Wight, then in 1868 Canon of Chester.  He was consecrated bishop of Salisbury 28 Oct 1869. [ODNB; <i>Dulce Domum</i>]"
1016,Moberly, Henry Edward, , , , ,  (1822-1907), nephew of the Rt. Rev. George Moberly,"   ‘Harry’ Moberly and his sisters Louisa and Rosa Moberly, known as the ‘Indian Moberlys’ were the children of Dr Moberly’s brother Henry Moberly who worked in India, and lived with their uncle and aunt from 1841. [<i>Dulce Domum</i> 72;  www.rootsweb.com, Pocock family file, gives their dates."
1017,Moberly, John Cornelius, , , , , (b.1848)," fourth son of the Rt. Rev. George Moberly, solicitor",  He married (1872) Caroline Hunter.
1018,Moberly, Louisa Henrietta, , , , , (b. 1833),  niece of the Rt. Rev. George Moberly," One of the ‘Indian Moberlys’, sister of Henry Edward Moberly.  She was living with her sister Harriet in Winchester in 1871 and alone at the time of the 1901 census."
1019,Moberly, Mary Ann, , (Crokat), , , (29 Sept 1812-6 Feb 1890), wife of the Rt. Rev. George Moberly,  She married (22 Dec 1834) the Rt. Rev. George Moberly. 
1020,Ridding, Mary Louisa, , (Moberly), , , (28 March 1838-1859), second daughter of the Rt. Rev. George Moberly,  She married (1858) the Rev. George Ridding and died a year later. [<i>Dulce Domum</i>]
1021,Moberly, Robert Campbell, The Rev., , , , (26 July 1845-8 June 1903)," third son of the Rt. Rev. George Moberly, theologian",He was an undergraduate at New College in 1866. He married (29 June 1880) Alice Sidney Kerr Hamilton (d. 1939).  He taught theology in Oxford and became Vicar of Great Budworth in 1880.
1022,Moberly, Harriet Rosa, , , , , (1835-1885), niece of the Rt. Rev. George Moberly," One of the ‘Indian Moberlys’, sister of Henry Edward Moberly."
1023,Moberly, Mary Grafton, , , , , (b. St Petersburg 1849/50), contributor to <i>MP</i> (1874),  She and her mother ran a school in Hove in 1871;  she married 1882 George Bennett.  Her father’s name was Charles Moberly and he was probably a brother or nephew of the Rt. Rev. George Moberly.
1024,Moberly, Charlotte Anne Elizabeth, , , , , (16 Sept 1846-7 May 1937), seventh daughter of the Rt. Rev. George Moberly,"  Always known as Annie, she became first principal of St. Hugh’s College, Oxford. She left £3155, probate to Elspeth Milford widow and Dora Caroline Martin spinsters [LG 1975 Moberly;  will; ODNB]"
1025,Moberly, Alice Arbuthnot, , , , , (1835-1911), eldest child of the Rt. Rev. George Moberly,
1026,Moberly,Selwyn William, , , , , (1854-1871),seventh and youngest son of the Rt. Rev. George Moberly,His death aged 16 on 8 April 1871 was reported by the <i>Pall Mall Gazette</i> (11 April 1871).
1027,Moberly, Walter Allan, , , , , (1851-1905), seventh son of the Rt. Rev. George Moberly,
1028,Molesworth, Mary Louisa, , (Stewart), , , (1842-1921)," novelist and children’s writer, contributor to <i>MP</i> (1886)",
1029,Molesworth, Olive, , , , , , contributor to <i>MP</i> (1893)," Probably Katharine Olive Theodora Molesworth, fourth and youngest daughter of Mary Louisa Molesworth."
1030,Monkhouse, William Cosmo, , , , , (1840-1901)," art historian, contributor to <i>MP</i> (1894)",
1031,Monro, E., , , , , , contributor to <i>MP</i> (1866-7)," Possibly the Rev. Edward A. Monro (1815-1866), allegorist, novelist, theologian."
1032,Monro,Percy,The Rev., , , , (1825/6-1883),Vicar of Colden Common,"The Rev. Percy Monro was perpetual curate of Colden Common in 1859, vicar at the time of the 1881 census.  He married Caroline Albinia Walker in 1850."
1033,Monro, Caroline Albinia,, (Walker), , ,(1823/4-1902),"wife of the Rev. Percy Monro, curate then Vicar of Colden Common, keen on poultry and gardening",
1034,Montalembert, Charles-Forbes-René, , de,, , (1810-1870),historian and prominent Catholic layman,
1035,Montgolfier, ?, , (Brun), , , ," wife of Jacques-Étienne Montgolfier, former nun",
1036,Montgolfier, Jacques-Étienne , , , , , (1745-1799), inventor of the hot air balloon," He married Mademoiselle Brun (d.1845), who had been a nun."
1037,Montgolfier, Joseph-Michel, , , , , (1740-1810), inventor of the hot air balloon,
1038,Montgomery, Kathleen, , , , , (?1863-1960)," contributor to <i>MP</i> (1896-8), with her sister Letitia, as ‘K.L. Montgomery’",
1039,Montgomery, Letitia, , , , , (d.1930)," contributor to <i>MP</i> (1896-8), with her sister Kathleen, as ‘K.L. Montgomery’",
1040,Montgomery, Jessie Douglas, , , , , , contributor to <i>MP</i> (1892-6),
1041,Montgomery Moore, Alexander George, General Sir, , , , (1833-17 January 1919), cousin-in-law of CMY,"  He was created KCB in 1900;  he married (1857) the Hon. Jane Colborne.

There is a magnificent image of him at http://www.hussards-photos.com/UK/UK_4_CDV_Moore.htm"
1042,Montgomery Moore, Jane,," (Colborne), the Hon. Mrs",, , (1826/7-1919),cousin of CMY," Daughter of the 1st Lord Seaton, she married (1857) General Sir Alexander George Montgomery Moore (1833-17 January 1919).  He was created KCB in 1900. They were childless and administration of both estates was granted  to Percy Frederick Higham Hodge:  he left £22,796, she £6083 [WWW; PB 1914; wills index]"
1043,Moor, Charles, The Rev., , , , (b.1857)," second son of the Rev. John Frewen Moor, jr."," He was curate of Grimsby for four years, then (1889) Vicar of Barton on Humber; he married (1889) Constance Mary Moon, and retired in 1901 to Westgate on sea; he had several children. [1861 census; <i>Erminois</i>]"
1044,Moor, Frances Dorothy, , (Grimston), , , (1825-1913)," wife of the Rev. John Frewen Moor, jr."," She married (1853) the Rev. John Frewen Moor, jr., Vicar of Ampfield. [<i>Erminois</i>].  Through her mother Jane Trench she was a first cousin of Maria (Trench) Wilson, the wife of the Rev. Robert Wilson, vicar of Rownhams."
1045,Moor, John Frewen, , , , , (1854-1874)," eldest son of the Rev. John Frewen Moor, jr.",  He drowned as a clergyman in the Bay of Islands [1861 census; <i>Erminois</i>]
1046,Moor, John Frewen, The Rev., , jr., , (1823-1906), Vicar of Ampfield," He was perpetual curate of Ampfield from 12 January 1853, and later Vicar of Ampfield. The only son of the Rev. John Frewen Moor, sr. (1798-1879), of Bradfield, and his first wife Mary Stevens (d. 1823), he married Frances Dorothy Grimston (1825/6-1913)  [<i>Alumni Oxonienses</i>; 1861 census]"
1047,Moor, Philip, , , , , (1863-20 June 1887)," fourth and youngest son of the Rev. John Frewen Moor, jr.", He died of typhoid on Golden Jubilee day [<i>Erminois</i>; 1871 census]
1048,Moor, Selina Mary, , , , , (b. 1860)," only daughter of the Rev. John Frewen Moor, jr.", She became a travelling spinster. [<i>Erminois</i>; 6 months at 1861 census] 
1049,Moor, Walter Vincent Wilberforce, , , , , (1859-12 Feb 1869)," third son of the Rev. John Frewen Moor, jr.", He died of diphtheria at Twyford school [<i>Erminois</i>; 1861 census]
1050,Moore,Stephen Roger,, , , , (fl. 1823-1845),cousin-in-law of FMY,"The Mr Moore mentioned in the 1840s is assumed to be Stephen Roger Moore, who married (Otterbourne 1823) FMY\'s first cousin Mary Kingsman (b.<i>c.</i> 1785).  They evidently lived in or near Otterbourne."
1051,Moore, Mary,,(Kingsman), , , (b.<i>c.</i>1785),cousin of FMY,"The Mr and Mrs Moore mentioned in these early letters are perhaps the same as Mrs More who gave warm shawls to Otterbourne schoolchildren in December 1844;  Mrs Moore sent a parcel 24 Sept 1846 including Mr Kingsman\'s chain.  All these references have therefore been rather boldly associated with Mary Kingsman, a niece of FMY\'s mother Mary (Kingsman) Bargus, daughter of her brother William George Kingsman (b.1755).  The younger Mary Kingsman married (Otterbourne 1823) Stephen Roger Moore. In 1848 she proved the will of her uncle John Kingsman (1764-1848) who left legacies to her, FMY, JBY, CMY and the Rev. Thomas Westcombe. She can probably be identified with the Maria Kingsman mentioned in the CMY\'s autobiographical chapters (Coleridge, <i>Life</i>, 7), the orphan niece who was a member of the Bargus household during FMY\'s childhood.  Details of the descendants of CMY\'s great-grandfather the Rev. Thomas Kingsman (1717-1779), Vicar of Botley, are at http://freepages.genealogy.rootsweb.ancestry.com/~kingsman/kingsman/england/indiI13063.html"
1052,Moore, Fanny G., , , , , , contributor to <i>MP</i> (1898),
1053,Moorsom, , Miss, , , , , correspondent,
1054,Morgan, Arthur Middlemore, The Rev., , , , (b.1831/2)," contributor to <i>MP</i> (1872-85), Rector of Huish",
1055,Morgan, Georgina  S., , , , , (b.1840/1)," novelist, contributor to <i>MP</i> (1881-99)"," She was wife of the Rev. Morgan Morgan, episcopal minister of  St. Peter’s, Peterhead."
1056,Moriston, Edith, , , , , , contributor to <i>MP</i> (1861),
1057,Morton, Matthew Calley, The Rev., , , , (1817/18-1850), Warden of St. Columba’s College, He may be the subwarden of St. Columba's referred to.
1058,Cowper-Temple, Georgiana, , (Tollemache), , Lady Mount Temple, (1821?-1901), wife of the 1st Lord Mount Temple,  Vice president of the anti-vivisection society.  
1059,Cowper-Temple, William Francis, , , , 1st Lord Mount Temp, (1811-1888), politician," He married (1848) Georgiana Tollemache; he offered to introduce CMY to De Kuyper. He was created a peer in 1880;   he lived at Broadlands, near Romsey. [ODNB] "
1060,Mowbray, Margaret Jane, , , , , (1858-1926), headmistress of Winchester High School,"  She was one of many women signatories to a pro-suffrage article, ‘Women’s Suffrage: A Reply’ <i>Fortnightly Review</i>  46 (July 1889) 123-40. Her obituary (<i>The Times</i>  15 September 1926) states that she was headmistress 1885-1916."
1061,Mozley, Anne, , , , , (1809-1891), journalist and editor," There is an obituary by CMY in <i>MP</i> (September 1891), 486."
1062,Mozley,Harriett Elizabeth, , (Newman), , , (1803-17 July 1852), writer for children," Sister of Cardinal Newman, she married (23 Sept 1836) Thomas Mozley (1806-1893).  Some sources spell her name Harriet. [NCBEL]"
1063,Mozley, Charles, , , , , (1808-1883), publisher," A partner in the firm of John and Charles Mozley, he disliked publishing and retired in 1874 after his brother’s death, handing the business on to Walter Smith, remaining officially a partner until 1879"
1064,Mozley, Jemima Charlotte, , (Newman), , , (1808-1879), sister of Cardinal Newman and wife of John Mozley,
1065,Mozley, John, , , , , (1805-1872), publisher," A partner in the publishing firm of John and Charles Mozley, he married (1835) Jemima Newman."
1066,Mozley, Thomas, The Rev., , , , (1806-1893), brother of John and Charles Mozley, he married (1836) Harriett Newman (1803-1852) and secondly (1861) Elizabeth Bradshaw. [ODNB]
1067,Mudge, , Miss, , , , (fl. 30 Oct 1844), a Plymouth cousin?, 
1068,Mukherji, Nitya Gopal, , , , , , contributor to <i>MP</i> (1888)," Probably the person of that name (d. 1907), senior officer of the Indian agricultural department."
1069,Mules, , Mr, , , , , tutor to the Heathcote boys, Possibly the Rev. Philip Mules (1812-1892).
1070,Muller, C. Wilhelm W., , , , , ,  contributor to <i>MP</i> (1870),
1071,Munch, Peter Andreas, , , , , (1810-1863), mediaeval historian,"He was author of <i>Det norske Folks Historie</i>, 6 vols (Christiania: Tønsberg 1852-9), and uncle of the painter Edvard Munch. He gave advice on CMY’s <i>Christian Names</i>."
1072,Murray, Edward A., , , , , ,  contributor to <i>MP</i> (1871),
1073,Murray, Henrietta, , , , , (b. Colchester 1838/9), editor of the short-lived <i>Events of the Month</i>,"  She was daughter of the Rev. William Murray (b. 1806/7), curate of Salcombe, and Frances St. Aubyn Hunter-Arundell [1871 census at the address given in letter to Macmillan 1865; 1861 census]"
1074,Murray, James Augustus Henry, Sir, , , , (1837–1915), editor of the <i>Oxford English Dictionary</i>,
1075,Musgrave, H., , , , , ,  contributor to <i>MP</i> (1886),
1076,Mylne, Louis George, The Rt. Rev., , , , (1843-1912)," Bishop of Bombay, contributor to <i>MP</i> (1885)","  He was consecrated Bishop of Bombay 1 May, installed 6 July 1876. [WWW; <i>Clergy List</i> 1877]"
1077,Nathusius, Marianne von, , ,, , , proposed German translator of <i>A Book of Golden Deeds</i>,She was probably a relation of the German novelist and dogooder Marie (Scheele) Nathusius (1817-1857).
1078,Neale, John Mason, The Rev. Dr., , , , (1818-1866)," hymnwriter, Warden of Sackville College"," He married (1842) Sarah Norman Webster (1814?-1873);  the letter (1880), was probably addressed to one of their four daughters."
1079,Necker, Suzanne, , (Curchod), , , (1739-1794), mother of Madame de Staël ,
1080,Necker, Albertine-Adrienne, , (de Saussure), , , (1766-1841), educational writer, She was married to a cousin of Madame de Staël.
1081,Nelson, Horatio, , (Bolton), , 3rd Earl Nelson, (1823-1913)," of Brickworth, Wiltshire","  He was grandson of the admiral's sister Mrs Bolton, brother of Lady Susan (Nelson) Blunt.  His father had changed his surname from Bolton to Nelson in 1835 on succeeding to the title, which had been secured by special remainder to descendants of the admiral’s sisters.  The 3rd Lord Nelson’s mother, Frances Eyre (d.1878), was a friend of FMY’s, and CMY therefore knew him and his sister as children."
1082,Nelson, William, The Rev., , ,  1st Earl Nelson , (1757-1835), brother of the admiral," He married first (1786) Sarah (d. 1828) daughter of the Rev. Henry Yonge, vicar of Great Torrington, Devon, and secondly (1829) Hilare Barlow (d. 1857).  The Rev. Henry Yonge (d. 1784) was of the family of Caynton, Shropshire, and not related to CMY [<i>Alumni Oxonienses</i>; PB]"
1083,Newland, , Mrs, , , , ," perhaps a neighbour, her children having a dancing lesson in Otterbourne", 
1084,Newman, John Henry, Cardinal, , , , (1801-1890), theologian,"  He became a Roman Catholic on 9 October 1845, causing consternation to Keble and many of his Anglican friends. [ODNB]"
1085,Nicholas I, , , , , Czar of Russia, (1796-1855), mentioned (9 June 1854), 
1086,Nightingale, Florence, , , , , (1820-1910), medical reformer,
1087,Nightingale, Frances, , (Smith), , , (1789-1880), mother of Florence Nightingale," She sent a better picture for <i>A Book of Golden Deeds</i>, 1865"
1088,de Normanville, F., , ,, , (b. 1770/1), French and Italian teacher,"A French emigré who taught CMY French and Italian, he appears in the 1841 Otterbourne  census with his wife Mary de Normanville (b. 1787/8).  He is probably the Francis de Normanville who married Mary Callendar in Chelsea in 1816."
1089,Norsworthy, Florence Gertrude, , (Bigg Wither), , , (b. 1853), niece of the Rev. William Bigg Wither," Seventh daughter of Harris Jervoise Bigg Wither (1806-1887) (who had proposed to Jane Austen), she was wife of George Norsworthy and niece of the Rev. W.H.W. Bigg Wither.  [Rev. Reginald Bigg-Wither, <i>Materials for a History of the Wither Family</i> (Winchester: Warren & Son 1907)]"
1090,North, , Miss, , , , , contributor to <i>MP</i> (1868), She translated an article by Mme de Witt published in <i>MP</i> (October 1868) as 'A good example'.
1091,Nott, George, The Rev. Dr., , , , (1767-1841), Italian scholar, His books were sold in Winchester in January 1842. [ODNB]
1092,Nutt, D., , , , , , bookseller,"  He had a shop in College Street, Winchester, and CMY paid him in 1855, 1856, 1857."
1093,O’Brien, Constance, , , , , ," contributor of articles on Shakespeare, etc., to <i>MP</i> (1878-90), possibly the playwright of that name.  She appears to have been President of a Shakespeare Society.",
1094,Ogilvy, David William Stanley, , , , 12th Earl of Airlie, (1856-11 June 1900), army officer," He married (1886) Lady Mabell Frances Elizabeth Gore (d. 1956) and was killed in action at Diamond Hill, Pretoria. [PB Airlie]"
1095,Ogilvy, Mabell Frances Elizabeth, , (Gore), , Countess of Airlie, (1866-1956), courtier, 
1096,O’Meara, Kathleen, , , , , (1839-1888), contributor to <i>MP</i> (1871-3)," A Roman Catholic journalist and novelist of Irish birth, she lived in France;  CMY thought her work sloppy."
1097,O’Neill, Moira, , , , , ,  contributor to <i>MP</i> (1892-5),
1098,Ogilvie-Grant, H. O., , , , , ,  contributor to <i>MP</i> (1883)," Perhaps Henry Oswin Ogilvie-Grant (1859-1919),  2nd West India Regiment, [PB 1948]"
1099,Oldfield, Cordelia Anne Duke, ,(Yonge), , ,(1807-1864),cousin of CMY,"Daughter of WCY’s eldest brother, the Rev. Duke Yonge, Vicar of Antony, and Cordelia (Colborne) Yonge, stepsister of FMY.  This younger Cordelia Yonge, known as Delia, married (1849), as his third wife, General John Oldfield (1789-2 Aug 1863), aide de camp to the Queen Her sole executor was her brother Dr John Francis Duke Yonge.  Her husband had 15 children by his first and second wives and none by her.  His executor was his son Colonel John Rawdon Oldfield of Oldfield Lawn, Westbourne  [information from Ian Yonge].  Delia Oldfield\'s dates were 25 Nov 1807-6 Sept 1864."
1100,Oldfield, John,General, ,RA, ,(1789-2 August 1863), army officer," He married, thirdly (12 March 1849), at Plymouth, Cordelia Anne Duke Yonge. [ODNB]"
1101,Oliphant, Margaret Oliphant, , (Wilson), , , (1828-1897)," novelist, contributor to <i>MP</i> (1891)",
1102,, , Olive, , , , , perhaps a sister of Bessie Collins (25 Feb 1854),
1103,Oram, Blanche, , , , , (1866-1930), contributor to <i>MP</i> (1891-7)," She married (1897) Charles Winder;  she also published as ‘Roma White’ and Blanche Winder. [Blain, <i>Feminist Companion</i>]"
1104,Orpen, , Mrs, , , , , contributor to <i>MP</i> (1897), Perhaps Adela Elizabeth (Richards) Orpen.
1105,Oswald, Elizabeth Jane, , , , , ,  contributor to <i>MP</i> (1889-91)," She wrote on Norse literature and published a travel book,  <i>By Fell and Fjord</i> (1882)."
1106,Oswald,Amelia Jane, ,"(Murray), Lady", ,, (1800-1892), mother of Elizabeth Jane Oswald, She ws the second wife and widow of General Sir John Oswald (1777-1840) of Dunnikier.
1107,Oswin, Ymal, , , , , ,  contributor to <i>MP</i> (1889),
1108,Ouston, Helen, , , , , , contributor to <i>MP</i> (1894-9),
1109,Oxenham, Nutcombe, The Rev., (Oxnam), , , (1811-1859), Vicar of Modbury,
1110,Owen, A. C., , , , , ,  contributor to <i>MP</i> (1873-4), Perhaps the Alice Owen to whom there are payments in the bank account;  Dr. Patricia Moberly may have letters to her?
1111,Owen, , Mr., , , , , correspondent (1857), 
1112,Packe,Penelope Anne Laura, ,"(Cator, afterwards Lennard)", , ,(b.1848-1927),ward of Anne Sturges Bourne,"She and her sister Laura were daughters of John Farnaby Cator (1816-1899), who assumed the surname Lennard and was created 1st Bt. in 1880.  Their mother was his first wife Laura Golding (d.1850), who was cousin to Anne Sturges Bourne.  Penelope Lennard married (1875) William Packe (d. 1880)."
1113,Pauli, Elizabeth, , (Ulrichs), , , , second wife of Reinhold Pauli,
1114,Pauli, Reinhold, , , , , (1823-1882), German historian," He married, secondly, Elizabeth Ulrichs. "
1115,Perrin, Alice, , , , , (b. Otterbourne 1864/5), domestic servant," She appears in the 1881 census as a domestic servant in Otterbourne.  Sister of Frances Elizabeth Perrin and daughter of George Perrin, labourer, of Otterbourne.  In the 1891 census she was married to a bricklayer named Edward Gray."
1116,Perrin, Frances Elizabeth, , , , , (b. Otterbourne 1862/3), domestic servant, She appears in the 1881 census only.  Sister of Alice Perrin.
1119,Rudolf, Edward de Montjoie, , , , , (1852-1933), founder of the Church of England Central Home for Waifs and Strays in 1881,
1120,Packer, H., , , , , , contributor to <i>MP</i> (1892-5),
1121,Paget, George, Sir, , , , (1809-1892), physician, Mentioned tending Sir William Heathcote in 1868.
1122,Paine, Cuthbert Macleod, , , , , ,  contributor to <i>MP</i> (1889),
1123,Palfrey, Sara Hammond, , , , , (1823-1914)," American novelist, contributor to <i>MP</i> (1891-5)",
1124,Palgrave, Francis Turner, , , , , (1824-1897)," anthologist and historian,  son of Sir Francis Palgrave, contributor to <i>MP</i> (1878-91)",
1125,Palgrave,Elizabeth, ,"(Turner), Lady",, , (1799–1852), wife of Sir Francis Palgrave,
1126,Palgrave, Francis, Sir, (Cohen), , , (1788-1861), historian, He was knighted in 1832;  he was born Cohen;  he married (1823) Elizabeth Turner.
1127,Palgrave," Mary E.,", , , , , ," novelist and historian, contributor to <i>MP</i> (1895-9)"," She might be the Mary Elizabeth Palgrave (b. 1858), daughter of Sir Reginald Palgrave, who married (1903) Augustus Crowder."
1128,Palmer, Edwin, The Ven, , , , (1824-1895), archdeacon of Oxford,
1129,Palmer, Roundell, , , , 1st Earl of Selborn, (1812-4 May 1895), lawyer and politician, He was created (1872) 1st Lord Selborne and (1882) 1st Earl of Selborne.  He was briefly engaged to Mary Coleridge in the summer of 1845; he then married (2 February 1848) Lady Laura Waldegrave (d. 1885).  [PB: ODNB]
1130,Palmer, William, The Rev., , , , (12 July 1811-5 April 1879), elder brother of the 1st Earl of Selborne," Educated at Rugby and Magdalen College, Oxford, of which he was a fellow 1832-55, he became a Roman Catholic in 1855."
1131,Palmer, Louisa Catherine, , , , , (d. 1868), sister of Caroline (Palmer) Abraham and Mary Anne Palmer,"  They were third cousins of Roundell Palmer, 1st Earl of Selborne,  and first cousins of Sarah Harriet (Richardson) Selwyn."
1132,Palmer, Mary Anne, , , , , (1805/6-1884), sister of Caroline (Palmer) Abraham," Daughter of Sir Charles Thomas Palmer, 2nd Bt.,  she lived near Mary Ann Dyson at Ewshott, Crondall, Hants, at the time of the 1871 census, when the Abrahams were staying with her.  Possibly the Miss Anne Palmer to whom there is a payment 1857."
1133,Palmer, Sophia Matilda, Lady, , , , (1852-1915)," contributor to <i>MP</i> (1886), daughter of the 1st Earl of Selborne", She married (1903) Count de Franqueville.
1134,Panton, N., , , , , , payment to 1854,
1135,Panton, Jane Ellen, , (Frith), , , (1848-1923),"  contributor to <i>MP</i> (1883), daughter of the painter W. P. Frith, journalist and novelist",
